Tweet,Score,Sentiment
b'Tweet b RT NEW Kanye West to meet with Pres Trump and Jared Kushner at the White House on Thursday White House press secretary Sarah Sande xe2 x80 xa6 Score None Sentiment None',0.04545454545454545,Positive
b'Tweet b RT Nikki Haley is like the patron saint of Never Trump and Trump Skeptical Republicans which she s earned mostly by doing he xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT JUST IN Pres Trump announces Nikki Haley has resigned as the U S ambassador to the United Nations and will be leaving her post xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT FUN FACT there are 260 000 workers in the US solar industry and only 50 000 workers in the dirty US coal industry ye xe2 x80 xa6 Score None Sentiment None',-0.09999999999999999,Negative
b'Tweet b RT I m so sick of reading the same stuff about Nikki Haley yet 3 4 of America doesn t know about xe2 x80 xa6 Score None Sentiment None',-0.35714285714285715,Negative
b'Tweet b RT If I m a porn star lawyer for representing Ms Daniels what does not make your beloved leader Trump xe2 x80 xa6 Score None Sentiment None',0.7,Positive
b'Tweet b RT Heartbreaking President Trump clearly doesn xe2 x80 x99t hear this little girl xe2 x80 x99s cries What will it take for Republicans who cont xe2 x80 xa6 Score None Sentiment None',-0.04374999999999999,Negative
b'Tweet b Mueller has a job Martha I can t wait until he reveals all the crap trump and pu xe2 x80 xa6 Score None Sentiment None',-0.8,Negative
b'Tweet b RT Democrats don t just need to win the House and the Senate We need to blow out the Republicans at every level of governme xe2 x80 xa6 Score None Sentiment None',0.8,Positive
b'Tweet b RT trump probably gets a family discount on silicone since all the women in xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Jeez this sociopath is actually going off on a rant abt the sex abuse allegations You sir have been proven innocent R xe2 x80 xa6 Score None Sentiment None',0.25,Positive
b'Tweet b RT BREAKING UN Ambassador Nikki Haley resigns declaring that the rest of the world couldn t possibly have more respect for xe2 x80 xa6 Score None Sentiment None',0.25,Positive
b'Tweet b Trump is like a greased hog Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cTo Brett thank you for having the courage to stay in there when a lot of people would quit I xe2 x80 x99m forever grateful to both Brett K xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Trump s all base all the time strategy worked in 16 in large part b c there wasn t equal energy on Dem side And indepe xe2 x80 xa6 Score None Sentiment None',-0.19523809523809524,Negative
b'Tweet b RT I xe2 x80 x99m having lunch with Michael Avenatti at the Vanity Fair Summit and he xe2 x80 x99s proposing a three round mixed ma xe2 x80 xa6 Score None Sentiment None',0.16666666666666666,Positive
b'Tweet b RT James Baker testifies corroborating the stories of both Lisa Page and Andrew McCabe that Rod Rosenstein did indeed off xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT If this don t break your heart you re a Trump Republican n Score None Sentiment None',0.0,Neutral
b'Tweet b RT REPORT Former Feinstein Staffer Found Linked Trump Russia Scheme Involving Soros and Fusion GPS Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x80 x9cTo Brett thank you for having the courage to stay in there when a lot of people would quit I xe2 x80 x99m forever grateful to both Brett K xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Once again the Justice Department is under scrutiny for alleged anti Trump behavior Worth keeping in mind that Rosenstei xe2 x80 xa6 Score None Sentiment None',0.09999999999999999,Positive
b'Tweet b The are holding a presser in a few to talk on President Trump xe2 x80 x99s visit State party chairman Troy Pr xe2 x80 xa6 Score None Sentiment None',-0.2,Negative
b'Tweet b RT 1 xef xb8 x8f xe2 x83 xa3 JFK JR xe2 x80 x94 DEAR FRIEND OF DONALD TRUMP Score None Sentiment None',0.0,Neutral
b'Tweet b RT donald trump is legitimately scared of taylor swift and it feels right Score None Sentiment None',0.2857142857142857,Positive
b'Tweet b RT I m joining in signing the petition to overturn the Trump Administration s junk insurance plans rule becau xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Shepard obviously hates Trump n nHe just performed his cynical disgusted act because Trump s answering press questi xe2 x80 xa6 Score None Sentiment None',-0.5333333333333333,Negative
b'Tweet b Gorka applauds Trump for standing up for Kavanaugh via Score None Sentiment None',0.0,Neutral
b'Tweet b Trump Talks Out His Score None Sentiment None',0.0,Neutral
b'Tweet b Thank Obama Tell us jason what economic trends of Obama s has trump changed Score None Sentiment None',0.2,Positive
b'Tweet b But you assume that shit this sh tshow that is the GOP US senate and senators would a xe2 x80 xa6 Score None Sentiment None',-0.2,Negative
b'Tweet b RT Trump using the Supreme Court as a way to demean amp put women down is especially painful knowing that Justice Ginsberg who xe2 x80 xa6 Score None Sentiment None',-0.5777777777777778,Negative
b'Tweet b i told trump i want my money and my health is failing us Score None Sentiment None',0.0,Neutral
b'Tweet b RT Mike Pompeo brought Trump a beautiful letter The contents are below xf0 x9f x98 x82 Score None Sentiment None',0.85,Positive
b'Tweet b RT Here xe2 x80 x99s how Ambassador Nikki Haley xe2 x80 x9cstood up xe2 x80 x9d to Donald Trump n nQuit Iran Deal Haley says Trump xe2 x80 x99s right n nAbandon Pari xe2 x80 xa6 Score None Sentiment None',0.2857142857142857,Positive
b'Tweet b Nothing could be more important than saving our country from the consistent lies obstructing justice abuse of pow xe2 x80 xa6 Score None Sentiment None',0.3833333333333333,Positive
b'Tweet b RT Holy Shit This xe2 x80 x9cTrump Prophecy xe2 x80 x9d movie is so crazy and disturbing It wants you to believe that God approves of Donald T xe2 x80 xa6 Score None Sentiment None',-0.275,Negative
b'Tweet b RT The USA is currently experiencing the greatest political con in its history POTUS Donald J Trump The man has lied cheate xe2 x80 xa6 Score None Sentiment None',0.3333333333333333,Positive
b'Tweet b President Trump has invented a Democratic xe2 x80 x9cOpen Borders Bill xe2 x80 x9d via Score None Sentiment None',0.0,Neutral
b'Tweet b RT The Republican congressmen playing the victim on tv over the last couple days are in unity with Trump presiding over and xe2 x80 xa6 Score None Sentiment None',-0.037500000000000006,Negative
b'Tweet b RT Axios President Trump has accepted Nikki Haley s resignation as UN Ambassador according to two sources briefed on thei xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Go get him Janet nJust another of the Trump Traitors that must be voted out of office Score None Sentiment None',0.0,Neutral
b'Tweet b RT mariotti That would violate 5 U S C Section 3110 which prevents public officials like Trump from appointing family members xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT xe2 x9c x9d xef xb8 x8f GodBless xf0 x9f x95 x8a nThank you AmbassadorHaley nyou have greatly served the USA Trump and n AmericaFirst as a xe2 x80 xa6 Score None Sentiment None',0.8,Positive
b'Tweet b RT Hennessey Interesting I still wonder if Trump amp Co wouldn t try to read xc2 xa73110 c as basically a liquidated damages provision and xe2 x80 xa6 Score None Sentiment None',0.5,Positive
b'Tweet b RT xe2 x80 x9cI think I can do more good for the country and help President Trump more effectively by being in the Senat xe2 x80 xa6 Score None Sentiment None',0.575,Positive
b'Tweet b RT THE NEW PAPERBACK OUT TODAY Laura Ingraham xe2 x80 x98America Is Back on the Right Track xe2 x80 x99 Thanks to President Donald Trump http xe2 x80 xa6 Score None Sentiment None',0.1555194805194805,Positive
b'Tweet b RT Lara Trump Sen Collins is the definition of feminism Adviser for Trump 2020 Fires Back at Le xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT TRUMP SAYS HE DOESN T LIKE WHAT THE FED IS DOING Score None Sentiment None',0.0,Neutral
b'Tweet b NikkiHaley RESIGNS says she is not running for president in 2020 n nGOOD nBC WE WOULD NEVER VOTE FOR YOU xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT BwwwwWaaaaaAhhhhhH Trump said xe2 x80 x9cI think a lot of Democrats are going to vote Republican because I have many friends that xe2 x80 xa6 Score None Sentiment None',0.5,Positive
b'Tweet b RT trump a nchris evans Score None Sentiment None',0.0,Neutral
b'Tweet b RT UN Ambassador Nikki Haley calls Jared Kushner Trump s hidden genius praises Ivanka Trump Score None Sentiment None',-0.16666666666666666,Negative
b'Tweet b RT k3a Well I guess she told them Don t be stupid Get out and vote a straight conservative RED ticket on Nov 6th RT Walk xe2 x80 xa6 Score None Sentiment None',-0.19999999999999996,Negative
b'Tweet b RT xe2 x80 x9cTo Brett thank you for having the courage to stay in there when a lot of people would quit I xe2 x80 x99m forever grateful to both Brett K xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Ford may have to cut 24 000 workers in midst of Trump trade war by Score None Sentiment None',0.0,Neutral
b'Tweet b RT Khan11 Hunt I do not know what your shared values are Is starving children to death and bombing civilians in Yeme xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT If you aren t terrified by the conspiracy theories of the party that controls our government you aren t paying attention xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Rush Nailed It nPres Trump is proving to be a tough adversary for the Left Trump held strong in support of Kavanaugh xe2 x80 xa6 Score None Sentiment None',0.0148148148148148,Positive
b'Tweet b RT Democrats don t just need to win the House and the Senate We need to blow out the Republicans at every level of governme xe2 x80 xa6 Score None Sentiment None',0.8,Positive
b'Tweet b RT The GOP might be the ends justify the means party or the whataboutism party or the laws are for thee but not for me par xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Rudy Giuliani Touts Call to Freeze Assets of Anti Christ George Soros Score None Sentiment None',0.0,Neutral
b'Tweet b Is Trump really going to offer UN Ambassador position to Kanye Score None Sentiment None',0.2,Positive
b'Tweet b RT Mary Anne Marsh on Fox is ridiculing Trump supporters on America s Newsroom n nThe hate for Trump from big mouth Marsh is ob xe2 x80 xa6 Score None Sentiment None',-0.4,Negative
b'Tweet b RT xe2 x80 x9cI must state that you sir under historic scrutiny were proven innocent xe2 x80 x9d n nThis is what an uneducated man says Thi xe2 x80 xa6 Score None Sentiment None',0.25,Positive
b'Tweet b Seriously does Trump think the UN Ambassador is simply the spokesmodel for the nation Score None Sentiment None',-0.16666666666666666,Negative
b'Tweet b RT MSM still not reporting on the hundreds of children saved since Trump took office Ask yourself why n nU S Marshals Recov xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Trump dismisses Kavanaugh allegations with same talking point he uses about Russia probe via thinkprogress Score None Sentiment None',0.0,Neutral
b'Tweet b RT Worse than tabloid xe2 x9d x97 xef xb8 x8fWith the Kavanaugh Saga over Returns to Talking About Trump xe2 x80 x99s Penis via xe2 x80 xa6 Score None Sentiment None',-0.4,Negative
b'Tweet b President Trump Is Looking Out For Americans He Is The Best Choice I Did Not See Bill Or Hillary O xe2 x80 xa6 Score None Sentiment None',1.0,Positive
b'Tweet b RT Using someone xe2 x80 x99s mental illness as an explanation for why their political views are different from yours is vile Score None Sentiment None',-0.03333333333333333,Negative
b'Tweet b RT Trump officials planning maintenance downtime for during ObamaCare sign up period Score None Sentiment None',0.0,Neutral
b'Tweet b RT President Trump xe2 x80 x99s trade war has already cost Ford 1 billion and now the company plans on laying off employees in a reorg xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Donald Trump is claiming Brett Kavanaugh was proven innocent n nWas he Score None Sentiment None',0.5,Positive
b'Tweet b RT Trump wants photo xf0 x9f x86 x94 to vote in every state and I agree n nRetweet if you agree n n VoterID n voterfraud n KAG Score None Sentiment None',0.2,Positive
b'Tweet b RT First it was Trump isn t a real conservative so we must oppose him Then it was we must oppose all conservatives to st xe2 x80 xa6 Score None Sentiment None',0.225,Positive
b'Tweet b RT Rick Gates requested proposals in 2016 from the Israeli company Psy Group to create fake online identities use social xe2 x80 xa6 Score None Sentiment None',-0.23333333333333334,Negative
b'Tweet b Umm last time I check celebrities also have the right to exercise their xe2 x80 xa6 Score None Sentiment None',0.14285714285714285,Positive
b'Tweet b RT su I just want to make it explicitly clear that Donald Trump hired PAID SUPPORTERS for his candidacy announcement in 2015 n nTH xe2 x80 xa6 Score None Sentiment None',0.10000000000000002,Positive
b'Tweet b RT Antifa Arsonists Vandalize Pro Trump Truck THEN TORCH IT Video via Score None Sentiment None',0.0,Neutral
b'Tweet b RT Anthony Kennedy xe2 x80 x99s retirement which had Trump Russia fingerprints all over it is a bigger scandal than ever Score None Sentiment None',0.0,Neutral
b'Tweet b xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Trump supports Where is the article on them Score None Sentiment None',0.0,Neutral
b'Tweet b RT Exclusive tells me that President Trump xe2 x80 x99s ceremonial swearing in of now Justice Brett Kavanaugh last night xe2 x80 xa6 Score None Sentiment None',0.025,Positive
b'Tweet b NikkiHaley said she s going to support Trump in 2020 She s part of the problem This is w xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT I xe2 x80 x99m having a hard time listening to the television media play into the Trump GOP narrative shifting tactic of painting Ka xe2 x80 xa6 Score None Sentiment None',-0.2916666666666667,Negative
b'Tweet b RT Hennessey Interesting I still wonder if Trump amp Co wouldn t try to read xc2 xa73110 c as basically a liquidated damages provision and xe2 x80 xa6 Score None Sentiment None',0.5,Positive
b'Tweet b RT China targeted our farmers to provide cover for people like you to blame Trump Congratulations for being a pawn by a governm xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Trump wants photo xf0 x9f x86 x94 to vote in every state and I agree n nRetweet if you agree n n VoterID n voterfraud n KAG Score None Sentiment None',0.2,Positive
b'Tweet b RT Hillary Clinton President Trump s ceremonial swearing in of Justice Kavanaugh last night was a political rally that furthe xe2 x80 xa6 Score None Sentiment None',0.016666666666666666,Positive
b'Tweet b RT Nikki Haley thanks Ivanka Trump and Jared Kushner says they do a lot of things behind the scenes that I wish more people knew ab xe2 x80 xa6 Score None Sentiment None',0.09999999999999999,Positive
b'Tweet b RT If this don t break your heart you re a Trump Republican n Score None Sentiment None',0.0,Neutral
b'Tweet b RT James Baker testifies corroborating the stories of both Lisa Page and Andrew McCabe that Rod Rosenstein did indeed off xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT BOOM Mueller Finds That Trump Campaign Sought xe2 x80 x9cSocial Media Manipulation xe2 x80 x9d Service Score None Sentiment None',0.0,Neutral
b'Tweet b RT A lot of people thought Hope Hicks Trump xe2 x80 x99s former aide might go back nto work at the White House but she xe2 x80 x99s gone to work xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Siskind Nope I will not calm down in any way I plan to remain fully enraged for the next 28 days and donate and volunteer and xe2 x80 xa6 Score None Sentiment None',-0.10185185185185186,Negative
b'Tweet b RT Our country is facing a potentially long period of minority rule and the new Supreme Court is likely to make this problem wo xe2 x80 xa6 Score None Sentiment None',0.028787878787878782,Positive
b'Tweet b RT Former FBI lawyer Plot to record remove Trump not a joke Score None Sentiment None',0.0,Neutral
b'Tweet b RT Rasmussen Trump still at 51 approval n n Meaning he s at 56 57 Score None Sentiment None',0.0,Neutral
b'Tweet b RT The Republican congressmen playing the victim on tv over the last couple days are in unity with Trump presiding over and xe2 x80 xa6 Score None Sentiment None',-0.037500000000000006,Negative
b'Tweet b RT Top performing Kavanaugh posts on Facebook over the last 24 hours per come from n1 Fox News n2 Fox News n3 xe2 x80 xa6 Score None Sentiment None',0.25,Positive
b'Tweet b NOTHING Predator Trump says is on my behalf Score None Sentiment None',0.0,Neutral
b'Tweet b RT Taylor Swift inspired 65 000 people to register to vote says Score None Sentiment None',0.0,Neutral
b'Tweet b RT 20 Trump s sponsorship by the heirs of Stalin s secret police has inspired no rebellion among any Republican elected offici xe2 x80 xa6 Score None Sentiment None',-0.4,Negative
b'Tweet b RT But his source might know Trump doesn t care about the law and no one has ever stopped him yet xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Polls are unreliable Remember the Trump polls Score None Sentiment None',0.0,Neutral
b'Tweet b RT MORE Trump says Haley will help him make final pick Score None Sentiment None',0.25,Positive
b'Tweet b Hahahaha anyone who hasn xe2 x80 x99t condemned literally the stoking of anger and aggression by Trump at his xe2 x80 xa6 Score None Sentiment None',-0.24999999999999997,Negative
b'Tweet b RT xe2 x80 x9cTo Brett thank you for having the courage to stay in there when a lot of people would quit I xe2 x80 x99m forever grateful to both Brett K xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT FUN FACT there are 260 000 workers in the US solar industry and only 50 000 workers in the dirty US coal industry ye xe2 x80 xa6 Score None Sentiment None',-0.09999999999999999,Negative
b'Tweet b RT Nikki Haley said Jared Kushner is Trump xe2 x80 x99s xe2 x80 x9chidden genius xe2 x80 x9d So I guess that means Mike Pence isn xe2 x80 x99t the only person in th xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT gallops FEINSTEIN TIME TO GO TO n nA Dem Senator contacted Feinstein staffer in 2017 in hopes of continuing COLLUSION HOAX xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT inxs President Trump decorates the White House for Halloween xf0 x9f x8e x83 xf0 x9f x91 xbb xf0 x9f x8e x83 xf0 x9f x91 xbb xf0 x9f x8e x83 xf0 x9f x91 xbb xf0 x9f x8e x83 xf0 x9f x91 xbb xf0 x9f x8e x83 xf0 x9f x91 xbb xf0 x9f x8e x83 xf0 x9f x91 xbb xf0 x9f x8e x83 VoteDemsOut MAGA VoteRedToSaveAmerica Trump2 xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT If I m a porn star lawyer for representing Ms Daniels what does not make your beloved leader Trump xe2 x80 xa6 Score None Sentiment None',0.7,Positive
b'Tweet b RT Dear Haters n nThe reason Michael Cohen is cooperating with Robert Mueller and has named Trump an unin xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT waleedshahid You are right waleedshahid the United States is a constitutional republic not a democra xe2 x80 xa6 Score None Sentiment None',0.2857142857142857,Positive
b'Tweet b RT FUN FACT there are 260 000 workers in the US solar industry and only 50 000 workers in the dirty US coal industry ye xe2 x80 xa6 Score None Sentiment None',-0.09999999999999999,Negative
b'Tweet b Think Trump was pissed that he was laughed at in UN Score None Sentiment None',0.7,Positive
b'Tweet b They will try to impeach Trump Doubtful they will succeed but they will try We need POTU xe2 x80 xa6 Score None Sentiment None',-0.8,Negative
b'Tweet b RT Manafort handled delegates nGates handled the primary nDon Jr handled the general n nThat s how we got Trump n nIts all ill xe2 x80 xa6 Score None Sentiment None',-0.016666666666666646,Negative
b'Tweet b Great Read xe2 x99 xa5 xef xb8 x8f NikkiHaley letter of resignation to President Trump In time of woman being so hateful I loo xe2 x80 xa6 Score None Sentiment None',0.8,Positive
b'Tweet b RT Trump just now on Kim Jong Un I like him He likes me Kim is a tyrannical and murderous dictator and this is how Trum xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b By the time Nikki is ready to run the world will have changed quite a bit Let xe2 x80 x99s see what happens xe2 x80 xa6 Score None Sentiment None',0.2,Positive
b'Tweet b RT Hate groups like the Nazis have been taken mainstream by the Republican Party and Trump Study 11 million white Americans xe2 x80 xa6 Score None Sentiment None',-0.4,Negative
b'Tweet b RT How often does Donald Trump tell the truth Score None Sentiment None',0.0,Neutral
b'Tweet b RT Only 5 days ago after an 18 month investigation the revealed that President Trump committed hundreds of milli xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Trump officials have talked to Goldman Sachs Dina Powell about possibly replacing Haley in UN role Ugh Score None Sentiment None',0.0,Neutral
b'Tweet b RT President Trump says it xe2 x80 x99s a xe2 x80 x9cscary time for men xe2 x80 x9d but I check the backseat of my car every time I get in it refuse to go to xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Hate groups like the Nazis have been taken mainstream by the Republican Party and Trump Study 11 million white Americans xe2 x80 xa6 Score None Sentiment None',-0.4,Negative
b'Tweet b RT Saks TRUMP REPEATS THREAT TO IMPOSE TARIFFS ON ADDITIONAL 267 BLN OF CHINESE IMPORTS IF CHINA RETALIATES FOR EXISTING MEASURES R xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT WaPo reports The Trump campaign failed to pay those hired to cheer at his presidential announcement in 2015 50 for 3 h xe2 x80 xa6 Score None Sentiment None',-0.5,Negative
b'Tweet b RT What about her new Chinese trademarks Score None Sentiment None',0.06818181818181818,Positive
b'Tweet b RT IS RIGHT was bullied by paid protester Ana Maria Archila and not just any paid protester but a WELL PA xe2 x80 xa6 Score None Sentiment None',0.2857142857142857,Positive
b'Tweet b RT BREAKING accepts Nikki Haley xe2 x80 x99s resignation as UN ambassador Score None Sentiment None',0.0,Neutral
b'Tweet b RT Zollo I want to thank President Trump for constantly working day in and day out to fulfill his promises for the American people xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT In the mid 1800s the average American life was nasty brutal and short Of course they were drunk n nThe xe2 x80 x9clife can xe2 x80 x99t xe2 x80 xa6 Score None Sentiment None',-0.3607142857142857,Negative
b'Tweet b RT 15 THINGS TRUMP SUPPORTERS HATE n n1 Laws n2 Equality n3 Women n4 Science n5 The earth n6 Brown people n7 Black people xe2 x80 xa6 Score None Sentiment None',-0.48333333333333334,Negative
b'Tweet b RT Anyone willing to stand next to Donald Trump and praise him is AT BEST a willing supporter of misogyny racis xe2 x80 xa6 Score None Sentiment None',0.375,Positive
b'Tweet b RT Arizona get out 11 6 and elect Doug Ducey for Governor again Endorsed by president Trump Jobs nAnd economy have soared w xe2 x80 xa6 Score None Sentiment None',0.8,Positive
b'Tweet b RT Obama donated zero of his salary is taking a full pension of 400 000 a year full secret service detail and Michelle xe2 x80 xa6 Score None Sentiment None',0.09999999999999998,Positive
b'Tweet b trump told her to mention crooked Jared Score None Sentiment None',0.0,Neutral
b'Tweet b Jr I wouldn t back Trump I would I watched him campaign The guy xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Michael Avenatti and Journalists Discuss Trump xe2 x80 x99s Tax Fraud The New Yorker Festival Score None Sentiment None',0.13636363636363635,Positive
b'Tweet b RT After all Trump amp Republicans have done nothing would be more satisfying than taking back Congress by electing a record xe2 x80 xa6 Score None Sentiment None',0.3333333333333333,Positive
b'Tweet b RT Trump concerned about Khashoggi after days of silence Score None Sentiment None',0.0,Neutral
b'Tweet b RT As usual the network s commentators are taking cues from Trump who argued Saturday that Democrats were an angry left wing xe2 x80 xa6 Score None Sentiment None',-0.25,Negative
b'Tweet b RT When Loretta Lynch met with Bill Clinton for five minutes on a plane the Republicans went up in arms Trump now meets wi xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Michael Cohen plead guilty to felonies and named Trump as his co conspirator n nThe NYT found that Trump embezzled 40 xe2 x80 xa6 Score None Sentiment None',-0.5,Negative
b'Tweet b RT The most highly placed woman in Trump s cabinet quittin the mornin after Kavanaugh is confirmed is mighty poor optics S xe2 x80 xa6 Score None Sentiment None',0.21200000000000002,Positive
b'Tweet b RT I xe2 x80 x99m working to overturn Trump xe2 x80 x99s expansion of junk insurance plans amp protect access to quality affordable health care a xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Let xe2 x80 x99s give a shout out xf0 x9f x8e x89 to for the most amazing Presidency ever n nTrump is the only President to be xe2 x80 xa6 Score None Sentiment None',0.3666666666666667,Positive
b'Tweet b RT Yes 53 of white women voted for Trump n nYes 63 of white men voted for Trump n nBut that xe2 x80 x99s only out of the 58 of the e xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Nikki Haley is resigning Don xe2 x80 x99t even think about praising her just because she was one of the least incompetent and sycophan xe2 x80 xa6 Score None Sentiment None',-0.32499999999999996,Negative
b'Tweet b RT Trump knows the best place to hide a crime is inside a scandal n Score None Sentiment None',1.0,Positive
b'Tweet b Trump doesn t like what the Fed is doing I think we don t have to go as fast on rates We don t have an xe2 x80 xa6 Score None Sentiment None',0.2,Positive
b'Tweet b RT Shock report US paying more for illegal immigrant births than Trump xe2 x80 x99s wall ma4t Score None Sentiment None',0.0,Neutral
b'Tweet b RT mariotti That would violate 5 U S C Section 3110 which prevents public officials like Trump from appointing family members xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT xef xbf xa3 xef xbf xa3 xef xbf xa3 xef xbf xa3 xef xbf xa3 xef xbf xa3 xef xbf xa3 xef xbf xa3 xef xbf xa3 n YOU COULD PAY n OFF ALL 1 5 n TRILLION OF n STUDENT DEBT n WITH T xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b Mr Trump We the People do not want you to be impeached We want you to discover the far off land of humility Score None Sentiment None',0.1,Positive
b'Tweet b RT If I m a porn star lawyer for representing Ms Daniels what does not make your beloved leader Trump xe2 x80 xa6 Score None Sentiment None',0.7,Positive
b'Tweet b RT BREAKING Michael Avenatti Tells Donald Trump Jr That he Will be Indicted n Score None Sentiment None',0.0,Neutral
b'Tweet b RT mariotti That would violate 5 U S C Section 3110 which prevents public officials like Trump from appointing family members xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT I spent my morning donating to all the brilliant female Democratic candidates on my local and statewide Georgia ballot an xe2 x80 xa6 Score None Sentiment None',0.2,Positive
b'Tweet b RT Not sure who the next US Ambassador to UN will be but I know how HE will be chosen n nTrump Has he sexually assaulted wo xe2 x80 xa6 Score None Sentiment None',0.08333333333333333,Positive
b'Tweet b RT Trump xe2 x80 x9cIvanka would be dynamite xe2 x80 x9d as UN Ambassador n nOH HELL FUCKING NO Score None Sentiment None',-0.6,Negative
b'Tweet b Another Trump puppet Score None Sentiment None',0.0,Neutral
b'Tweet b In viral video Trevor Noah explains how Trump weaponizes victimhood Score None Sentiment None',0.0,Neutral
b'Tweet b RT Looking at Trump s tax returns is only the first step Score None Sentiment None',0.125,Positive
b'Tweet b RT Pay attention MAGA Trump s tariffs are going to cost 24 000 Ford workers their jobs And that s just a small fraction xe2 x80 xa6 Score None Sentiment None',-0.25,Negative
b'Tweet b Jedi Night Graham has said he feels he can best serve Trump by remaining in Senate and has no desire to be AG Score None Sentiment None',1.0,Positive
b'Tweet b RT Democrats don t just need to win the House and the Senate We need to blow out the Republicans at every level of governme xe2 x80 xa6 Score None Sentiment None',0.8,Positive
b'Tweet b RT 15 THINGS TRUMP SUPPORTERS HATE n n1 Laws n2 Equality n3 Women n4 Science n5 The earth n6 Brown people n7 Black people xe2 x80 xa6 Score None Sentiment None',-0.48333333333333334,Negative
b'Tweet b RT There xe2 x80 x99s a very real possibility that Trump unethically intervened in a billion dollar government project in order to p xe2 x80 xa6 Score None Sentiment None',0.26,Positive
b'Tweet b RT Reports from several sources state that she went to Trump six months ago and said she would like to leav xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT mariotti That would violate 5 U S C Section 3110 which prevents public officials like Trump from appointing family members xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT Obama donated zero of his salary is taking a full pension of 400 000 a year full secret service detail and Michelle xe2 x80 xa6 Score None Sentiment None',0.09999999999999998,Positive
b'Tweet b Starting to look good out there for the GOP in the US Senate races RedWave forming tcot ccot tlot TeaParty xe2 x80 xa6 Score None Sentiment None',0.35,Positive
b'Tweet b RT After all Trump amp Republicans have done nothing would be more satisfying than taking back Congress by electing a record xe2 x80 xa6 Score None Sentiment None',0.3333333333333333,Positive
b'Tweet b RT My new book is NOW AVAILABLE gt xe2 x80 x9cSpygate The Attempted Sabotage of Donald Trump xe2 x80 x9d blows the lid off of this troubling scandal xe2 x80 xa6 Score None Sentiment None',0.2681818181818182,Positive
b'Tweet b RT James Baker testifies corroborating the stories of both Lisa Page and Andrew McCabe that Rod Rosenstein did indeed off xe2 x80 xa6 Score None Sentiment None',0.0,Neutral
b'Tweet b RT 19 It s as if the President of the United States were the center of a criminal conspiracy As If As to the Kremlin let xe2 x80 xa6 Score None Sentiment None',-0.25,Negative
